,Unnamed: 0,kind,totalItems,items__kind,items__id,items__etag,items__selfLink,items__volumeInfo__title,items__volumeInfo__subtitle,items__volumeInfo__authors__001,items__volumeInfo__publisher,items__volumeInfo__publishedDate,items__volumeInfo__description,items__volumeInfo__industryIdentifiers__type,items__volumeInfo__industryIdentifiers__identifier,items__volumeInfo__readingModes__text,items__volumeInfo__readingModes__image,items__volumeInfo__pageCount,items__volumeInfo__printType,items__volumeInfo__categories__-,items__volumeInfo__maturityRating,items__volumeInfo__allowAnonLogging,items__volumeInfo__contentVersion,items__volumeInfo__panelizationSummary__containsEpubBubbles,items__volumeInfo__panelizationSummary__containsImageBubbles,items__volumeInfo__imageLinks__smallThumbnail,items__volumeInfo__imageLinks__thumbnail,items__volumeInfo__language,items__volumeInfo__previewLink,items__volumeInfo__infoLink,items__volumeInfo__canonicalVolumeLink,items__saleInfo__country,items__saleInfo__saleability,items__saleInfo__isEbook,items__saleInfo__listPrice__amount,items__saleInfo__listPrice__currencyCode,items__saleInfo__retailPrice__amount,items__saleInfo__retailPrice__currencyCode,items__saleInfo__buyLink,items__saleInfo__offers__finskyOfferType,items__saleInfo__offers__|,items__saleInfo__offers__|__amountInMicros,items__saleInfo__offers__|__currencyCode,items__accessInfo__country,items__accessInfo__viewability,items__accessInfo__embeddable,items__accessInfo__publicDomain,items__accessInfo__textToSpeechPermission,items__accessInfo__epub__isAvailable,items__accessInfo__epub__acsTokenLink,items__accessInfo__pdf__isAvailable,items__accessInfo__webReaderLink,items__accessInfo__accessViewStatus,items__accessInfo__quoteSharingAllowed,items__searchInfo__textSnippet,items__volumeInfo__averageRating,items__volumeInfo__ratingsCount,items__accessInfo__pdf__acsTokenLink,items__volumeInfo__authors__002,items__volumeInfo__authors__003,Unnamed: 0.1,items__accessInfo__epub__downloadLink,items__accessInfo__pdf__downloadLink,items__volumeInfo__authors__004,items__volumeInfo__authors__005,items__volumeInfo__authors__006,items__volumeInfo__authors__007,items__volumeInfo__authors__008,items__volumeInfo__authors__009,items__volumeInfo__authors__010,items__volumeInfo__authors__011,items__volumeInfo__authors__012,items__volumeInfo__authors__013,items__volumeInfo__authors__014,items__volumeInfo__authors__015,items__volumeInfo__authors__016,items__volumeInfo__authors__017,items__volumeInfo__authors__018,items__volumeInfo__authors__019,items__volumeInfo__authors__020,items__volumeInfo__comicsContent,Unnamed: 0.1.1,items__volumeInfo__authors__-,items__volumeInfo__description	,items__searchInfo__textSnippet	,title,titlecluster,descriptioncluster
10,18,books#volumes,1.0,books#volume,9bbNDwAAQBAJ,siBU3NcEuRA,https://www.googleapis.com/books/v1/volumes/9bbNDwAAQBAJ,woke,A Young Poet's Call to Justice,Mahogany L. Browne,Roaring Brook Press,2020-03-10,"""this collection of poems by women of color covers topics relating to social justice activism discrimination and empathy focusing on the need to speak out and inspiring middle-graders"" -vogue woke: a young poet's guide to justice is a collection of poems to inspire kids to stay woke and become a new generation of activists historically poets have been on the forefront of social movements woke is a collection of poems by women that reflects the joy and passion in the fight for social justice tackling topics from discrimination to empathy and acceptance to speaking out with theodore taylor’s bright emotional art and writing from mahogany l browne elizabeth acevedo and olivia gatwood kids will be inspired to create their own art and poems to express how they see justice and injustice with a foreword by best-selling author jason reynolds",ISBN_13,9781250780591,True,True,56.0,BOOK,Juvenile Fiction,NOT_MATURE,True,1.2.2.0.preview.3,False,False,http://books.google.com/books/content?id=9bbNDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=9bbNDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=9bbNDwAAQBAJ&printsec=frontcover&dq=isbn:9781250780591&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=9bbNDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=9bbNDwAAQBAJ,NL,FOR_SALE,True,12.18,EUR,8.28,EUR,https://play.google.com/store/books/details?id=9bbNDwAAQBAJ&rdid=book-9bbNDwAAQBAJ&rdot=1&source=gbs_api,1.0,listPrice,12180000.0,EUR,NL,PARTIAL,True,False,ALLOWED,True,http://books.google.nl/books/download/Woke-sample-epub.acsm?id=9bbNDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,True,http://play.google.com/books/reader?id=9bbNDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api,SAMPLE,False,"&quot;This collection of poems by women of color covers topics relating to social justice, activism, discrimination and empathy, focusing on the need to speak out and inspiring middle-graders.",,,http://books.google.nl/books/download/Woke-sample-pdf.acsm?id=9bbNDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,Elizabeth Acevedo,Olivia Gatwood,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
11,20,books#volumes,1.0,books#volume,Fv1kzQEACAAJ,FvKrB7qQAgU,https://www.googleapis.com/books/v1/volumes/Fv1kzQEACAAJ,stamped,"Racism, Antiracism, and You",Jason Reynolds,,2020,"""a history of racist and antiracist ideas in america from their roots in europe until today adapted from the national book award winner stamped from the beginning""--",ISBN_10,0316453676,False,False,294.0,BOOK,YOUNG ADULT NONFICTION|People & Places|United States|African American|,NOT_MATURE,False,preview-1.0.0,False,False,http://books.google.com/books/content?id=Fv1kzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=Fv1kzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=Fv1kzQEACAAJ&dq=isbn:9780316453677&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=Fv1kzQEACAAJ&dq=isbn:9780316453677&hl=&source=gbs_api,https://books.google.com/books/about/Stamped.html?hl=&id=Fv1kzQEACAAJ,NL,NOT_FOR_SALE,False,,,,,,,,,,NL,NO_PAGES,False,False,ALLOWED,False,,False,http://play.google.com/books/reader?id=Fv1kzQEACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,False,"&quot;A history of racist and antiracist ideas in America, from their roots in Europe until today, adapted from the National Book Award winner Stamped from the Beginning&quot;--",4.5,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
12,0,books#volumes,10.0,books#volume,2p8qAwAAQBAJ,LHNuclhTimM,https://www.googleapis.com/books/v1/volumes/2p8qAwAAQBAJ,aristotle and dante discover the secrets of the universe,,Benjamin Alire Sáenz,Simon and Schuster,2012,fifteen-year-old ari mendoza is an angry loner with a brother in prison but when he meets dante and they become friends ari starts to ask questions about himself his parents and his family that he has never asked before,ISBN_13,9781442408937,False,False,359.0,BOOK,Juvenile Nonfiction,NOT_MATURE,False,0.2.1.0.preview.0,False,False,http://books.google.com/books/content?id=2p8qAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=2p8qAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=2p8qAwAAQBAJ&printsec=frontcover&dq=intitle:Aristotle+and+Dante+Discover+the+Secrets+of+the+Universe&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=2p8qAwAAQBAJ&dq=intitle:Aristotle+and+Dante+Discover+the+Secrets+of+the+Universe&hl=&source=gbs_api,https://books.google.com/books/about/Aristotle_and_Dante_Discover_the_Secrets.html?hl=&id=2p8qAwAAQBAJ,NL,NOT_FOR_SALE,False,,,,,,,,,,NL,PARTIAL,True,False,ALLOWED_FOR_ACCESSIBILITY,False,,False,http://play.google.com/books/reader?id=2p8qAwAAQBAJ&hl=&printsec=frontcover&source=gbs_api,SAMPLE,False,"Fifteen-year-old Ari Mendoza is an angry loner with a brother in prison, but when he meets Dante and they become friends, Ari starts to ask questions about himself, his parents, and his family that he has never asked before.",4.5,2435.0,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,2,4
13,1,books#volumes,265.0,books#volume,OBW0zy30sdIC,533omo+yQxs,https://www.googleapis.com/books/v1/volumes/OBW0zy30sdIC,one crazy summer,,Rita Williams-Garcia,Harper Collins,2010-01-26,"in this newbery honor novel new york times bestselling author rita williams-garcia tells the story of three sisters who travel to oakland california in 1968 to meet the mother who abandoned them ""this vibrant and moving award-winning novel has heart to spare""* eleven-year-old delphine is like a mother to her two younger sisters vonetta and fern she's had to be ever since their mother cecile left them seven years ago for a radical new life in california but when the sisters arrive from brooklyn to spend the summer with their mother cecile is nothing like they imagined while the girls hope to go to disneyland and meet tinker bell their mother sends them to a day camp run by the black panthers unexpectedly delphine vonetta and fern learn much about their family their country and themselves during one truly crazy summer this moving funny novel won the scott o'dell award for historical fiction and the coretta scott king award and was a national book award finalist delphine vonetta and fern's story continues in ps be eleven and gone crazy in alabama readers who enjoy christopher paul curtis's the watsons go to birmingham and jacqueline woodson’s brown girl dreaming will find much to love in one crazy summer this novel was the first featured title for marley d’s reading party launched after the success of #1000blackgirlbooks maria russo in a new york times list of ""great kids' books with diverse characters"" called it ""witty and original"" *brightly in olugbemisola rhuday-perkovich's article ""knowing our history to build a brighter future: books to help kids understand the fight for racial equality""",ISBN_13,9780061966675,True,False,240.0,BOOK,Juvenile Fiction,NOT_MATURE,True,2.12.12.0.preview.2,False,False,http://books.google.com/books/content?id=OBW0zy30sdIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=OBW0zy30sdIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=OBW0zy30sdIC&printsec=frontcover&dq=intitle:One+Crazy+Summer&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=OBW0zy30sdIC&source=gbs_api,https://play.google.com/store/books/details?id=OBW0zy30sdIC,NL,FOR_SALE,True,5.09,EUR,3.82,EUR,https://play.google.com/store/books/details?id=OBW0zy30sdIC&rdid=book-OBW0zy30sdIC&rdot=1&source=gbs_api,1.0,listPrice,5090000.0,EUR,NL,PARTIAL,True,False,ALLOWED_FOR_ACCESSIBILITY,True,http://books.google.nl/books/download/One_Crazy_Summer-sample-epub.acsm?id=OBW0zy30sdIC&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,False,http://play.google.com/books/reader?id=OBW0zy30sdIC&hl=&printsec=frontcover&source=gbs_api,SAMPLE,False,"In this Newbery Honor novel, New York Times bestselling author Rita Williams-Garcia tells the story of three sisters who travel to Oakland, California, in 1968 to meet the mother who abandoned them.",4.0,908.0,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
14,2,books#volumes,111.0,books#volume,ghzkwAEACAAJ,uLyWTLsModM,https://www.googleapis.com/books/v1/volumes/ghzkwAEACAAJ,tears we cannot stop,A Sermon to White America,Michael Eric Dyson,St. Martin's Press,2017-01-17,"now a new york times publisher's weekly indiebound los angeles times washington post chronicle herald salisbury post guelph mercury tribune and boston globe bestseller | named a best/most anticipated book of 2017 by: the washington post • bustle • men's journal • the chicago reader • startribune • blavity • the guardian • nbc new york's bill's books • kirkus • essence “one of the most frank and searing discussions on race  a deeply serious urgent book which should take its place in the tradition of baldwin's the fire next time and king's why we can't wait"" —the new york times book review toni morrison hails tears we cannot stop as ""elegantly written and powerful in several areas: moving personal recollections; profound cultural analysis; and guidance for moral redemption a work to relish"" stephen king says: ""here’s a sermon that’s as fierce as it is lucidif you’re black you’ll feel a spark of recognition in every paragraph if you’re white dyson tells you what you need to know—what this white man needed to know at least this is a major achievement i read it and said amen"" short emotional literary powerful—tears we cannot stop is the book that all americans who care about the current and long-burning crisis in race relations will want to read as the country grapples with racist division at a level not seen since the 1960s one man's voice soars above the rest with conviction and compassion in his 2016 new york times op-ed piece ""death in black and white"" michael eric dyson moved a nation now he continues to speak out in tears we cannot stop—a provocative and deeply personal call for change dyson argues that if we are to make real racial progress we must face difficult truths including being honest about how black grievance has been ignored dismissed or discounted ""the time is at hand for reckoning with the past recognizing the truth of the present and moving together to redeem the nation for our future if we don't act now if you don't address race immediately there very well may be no future""",ISBN_10,1250135990,False,False,240.0,BOOK,Social Science,NOT_MATURE,False,preview-1.0.0,False,False,http://books.google.com/books/content?id=ghzkwAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=ghzkwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=ghzkwAEACAAJ&dq=intitle:Tears+We+Cannot+Stop&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=ghzkwAEACAAJ&dq=intitle:Tears+We+Cannot+Stop&hl=&source=gbs_api,https://books.google.com/books/about/Tears_We_Cannot_Stop.html?hl=&id=ghzkwAEACAAJ,NL,NOT_FOR_SALE,False,,,,,,,,,,NL,NO_PAGES,False,False,ALLOWED,False,,False,http://play.google.com/books/reader?id=ghzkwAEACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,False,"This is a major achievement. I read it and said amen.&quot; Short, emotional, literary, powerful—Tears We Cannot Stop is the book that all Americans who care about the current and long-burning crisis in race relations will want to read.",4.0,11.0,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
15,3,books#volumes,186.0,books#volume,1KV7PgAACAAJ,McDaTUXxXvs,https://www.googleapis.com/books/v1/volumes/1KV7PgAACAAJ,the sandwich swap,,"Queen Rania of Jordan Al Abdullah,",Hyperion,2010-04-20,lily and salma are best friends they like doing all the same things and they always eat lunch together lily eats peanut butter and salma eats hummus—but what’s that between friends it turns out a lot before they know it a food fight breaks out can lily and salma put aside their differences or will a sandwich come between them the smallest things can pull us apart—until we learn that friendship is far more powerful than difference in a glorious three-page gatefold at the end of the book salma lily and all their classmates come together in the true spirit of tolerance and acceptance,ISBN_10,1423124847,False,False,32.0,BOOK,Juvenile Fiction,NOT_MATURE,False,preview-1.0.0,False,False,http://books.google.com/books/content?id=1KV7PgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=1KV7PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=1KV7PgAACAAJ&dq=intitle:The+Sandwich+Swap&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=1KV7PgAACAAJ&dq=intitle:The+Sandwich+Swap&hl=&source=gbs_api,https://books.google.com/books/about/The_Sandwich_Swap.html?hl=&id=1KV7PgAACAAJ,NL,NOT_FOR_SALE,False,,,,,,,,,,NL,NO_PAGES,False,False,ALLOWED,False,,False,http://play.google.com/books/reader?id=1KV7PgAACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,False,"In a glorious three-page gatefold at the end of the book, Salma, Lily, and all their classmates come together in the true spirit of tolerance and acceptance.",5.0,2.0,,Kelly S. DiPucchio,,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,2,0
16,4,books#volumes,380.0,books#volume,n90nDwAAQBAJ,WIpu8yo6aWU,https://www.googleapis.com/books/v1/volumes/n90nDwAAQBAJ,the fire this time,A New Generation Speaks about Race,Jesmyn Ward,Simon and Schuster,2017-06-20,"""ward takes james baldwin's 1963 examination of race in america the fire next time as a jumping off point for this  collection of essays and poems about race from  voices of her generation and our time""--",ISBN_13,9781501126352,False,False,240.0,BOOK,History,NOT_MATURE,False,preview-1.0.0,False,False,http://books.google.com/books/content?id=n90nDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=n90nDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=n90nDwAAQBAJ&printsec=frontcover&dq=intitle:The+Fire+This+Time&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=n90nDwAAQBAJ&dq=intitle:The+Fire+This+Time&hl=&source=gbs_api,https://books.google.com/books/about/The_Fire_This_Time.html?hl=&id=n90nDwAAQBAJ,NL,NOT_FOR_SALE,False,,,,,,,,,,NL,PARTIAL,True,False,ALLOWED_FOR_ACCESSIBILITY,False,,False,http://play.google.com/books/reader?id=n90nDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api,SAMPLE,False,"&quot;Ward takes James Baldwin&#39;s 1963 examination of race in America, The Fire Next Time, as a jumping off point for this ... collection of essays and poems about race from ... voices of her generation and our time&quot;--",4.5,17.0,,,,355.0,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
17,5,books#volumes,1.0,books#volume,_n2-zQEACAAJ,2B657j2aQ4g,https://www.googleapis.com/books/v1/volumes/_n2-zQEACAAJ,white fragility,Why It's So Hard for White People to Talk about Racism,Robin Diangelo,Beacon Press,2020-11-17,"the new york times best-selling book exploring the counterproductive reactions white people have when their assumptions about race are challenged and how these reactions maintain racial inequality in this ""vital necessary and beautiful book"" (michael eric dyson) antiracist educator robin diangelo deftly illuminates the phenomenon of white fragility and ""allows us to understand racism as a practice not restricted to 'bad people' (claudia rankine) referring to the defensive moves that white people make when challenged racially white fragility is characterized by emotions such as anger fear and guilt and by behaviors including argumentation and silence these behaviors in turn function to reinstate white racial equilibrium and prevent any meaningful cross-racial dialogue in this in-depth exploration diangelo examines how white fragility develops how it protects racial inequality and what we can do to engage more constructively",ISBN_10,0807047406,False,False,192.0,BOOK,Self-Help,NOT_MATURE,False,preview-1.0.0,False,False,http://books.google.com/books/content?id=_n2-zQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=_n2-zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=_n2-zQEACAAJ&dq=isbn:9780807047408%C2%A0&hl=&cd=1&source=gbs_api,http://books.google.nl/books?id=_n2-zQEACAAJ&dq=isbn:9780807047408%C2%A0&hl=&source=gbs_api,https://books.google.com/books/about/White_Fragility.html?hl=&id=_n2-zQEACAAJ,NL,NOT_FOR_SALE,False,,,,,,,,,,NL,NO_PAGES,False,False,ALLOWED,False,,False,http://play.google.com/books/reader?id=_n2-zQEACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,False,Explores counterproductive reactions white people have when discussing racism that serve to protect their positions and maintain racial inequality.,4.0,44.0,,,,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
18,6,,,books#volume,9wQmtAEACAAJ,M/qwS8x094I,https://www.googleapis.com/books/v1/volumes/9wQmtAEACAAJ,why are all the black kids sitting together in the cafeteria,,Beverly Daniel Tatum,Turtleback Books,2003,"shares examples and current research that support the author's recommendations for ""straight talk"" about racial identity identifying practices that contribute to self-segregation in childhood groups",ISBN_10,061370648X,False,False,294.0,BOOK,Social Science,NOT_MATURE,False,preview-1.0.0,False,False,http://books.google.com/books/content?id=9wQmtAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=9wQmtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,un,http://books.google.nl/books?id=9wQmtAEACAAJ&dq=intitle:Why+Are+All+the+Black+Kids+Sitting+Together+in+the+Cafeteria&hl=&cd=6&source=gbs_api,http://books.google.nl/books?id=9wQmtAEACAAJ&dq=intitle:Why+Are+All+the+Black+Kids+Sitting+Together+in+the+Cafeteria&hl=&source=gbs_api,https://books.google.com/books/about/Why_Are_All_the_Black_Kids_Sitting_Toget.html?hl=&id=9wQmtAEACAAJ,NL,NOT_FOR_SALE,False,,,,,,,,,,NL,NO_PAGES,False,False,ALLOWED,False,,False,http://play.google.com/books/reader?id=9wQmtAEACAAJ&hl=&printsec=frontcover&source=gbs_api,NONE,False,"Shares examples and current research that support the author&#39;s recommendations for &quot;straight talk&quot; about racial identity, identifying practices that contribute to self-segregation in childhood groups.",4.0,14.0,,,,434.0,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
19,7,books#volumes,360.0,books#volume,8QjEDwAAQBAJ,SVu80MRaeyU,https://www.googleapis.com/books/v1/volumes/8QjEDwAAQBAJ,the torture letters,Reckoning with Police Violence,Laurence Ralph,University of Chicago Press,2020-01-10,torture is an open secret in chicago nobody in power wants to acknowledge this grim reality but everyone knows it happens—and that the torturers are the police three to five new claims are submitted to the torture inquiry and relief commission of illinois each week four hundred cases are currently pending investigation between 1972 and 1991 at least 125 black suspects were tortured by chicago police officers working under former police commander jon burge as the more recent revelations from the homan square “black site” show that brutal period is far from a historical anomaly for more than fifty years police officers who took an oath to protect and serve have instead beaten electrocuted suffocated and raped hundreds—perhaps thousands—of chicago residents in the torture letters laurence ralph chronicles the history of torture in chicago the burgeoning activist movement against police violence and the american public’s complicity in perpetuating torture at home and abroad engaging with a long tradition of epistolary meditations on racism in the united states from james baldwin’s the fire next time to ta-nehisi coates’s between the world and me ralph offers in this book a collection of open letters written to protesters victims students and others through these moving questing enraged letters ralph bears witness to police violence that began in burge’s area two and follows the city’s networks of torture to the global war on terror from vietnam to geneva to guantanamo bay—ralph’s story extends as far as the legacy of american imperialism combining insights from fourteen years of research on torture with testimonies of victims of police violence retired officers lawyers and protesters this is a powerful indictment of police violence and a fierce challenge to all americans to demand an end to the systems that support it with compassion and careful skill ralph uncovers the tangled connections among law enforcement the political machine and the courts in chicago amplifying the voices of torture victims who are still with us—and lending a voice to those long deceased,ISBN_13,9780226729800,True,True,248.0,BOOK,Social Science,NOT_MATURE,True,2.3.2.0.preview.3,False,False,http://books.google.com/books/content?id=8QjEDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=8QjEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=8QjEDwAAQBAJ&printsec=frontcover&dq=intitle:The+Torture+Letters&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=8QjEDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=8QjEDwAAQBAJ,NL,FOR_SALE,True,19.62,EUR,19.62,EUR,https://play.google.com/store/books/details?id=8QjEDwAAQBAJ&rdid=book-8QjEDwAAQBAJ&rdot=1&source=gbs_api,1.0,listPrice,19620000.0,EUR,NL,PARTIAL,True,False,ALLOWED,True,http://books.google.nl/books/download/The_Torture_Letters-sample-epub.acsm?id=8QjEDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,True,http://play.google.com/books/reader?id=8QjEDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api,SAMPLE,False,"Engaging with a long tradition of epistolary meditations on racism in the United States, from James Baldwin’s The Fire Next Time to Ta-Nehisi Coates’s Between the World and Me, Ralph offers in this book a collection of open letters ...",3.0,1.0,http://books.google.nl/books/download/The_Torture_Letters-sample-pdf.acsm?id=8QjEDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,,,447.0,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
20,8,books#volumes,153.0,books#volume,f3mRDwAAQBAJ,Eycv/KukCc8,https://www.googleapis.com/books/v1/volumes/f3mRDwAAQBAJ,so you want to talk about race,,Ijeoma Oluo,Hachette UK,2019-09-24,"in this new york times bestseller ijeoma oluo offers a hard-hitting but user-friendly examination of race in america widespread reporting on aspects of white supremacy -- from police brutality to the mass incarceration of black americans -- has put a media spotlight on racism in our society still it is a difficult subject to talk about how do you tell your roommate her jokes are racist why did your sister-in-law take umbrage when you asked to touch her hair -- and how do you make it right how do you explain white privilege to your white privileged friend in so you want to talk about race ijeoma oluo guides readers of all races through subjects ranging from intersectionality and affirmative action to ""model minorities"" in an attempt to make the seemingly impossible possible: honest conversations about race and racism and how they infect almost every aspect of american life ""oluo gives us -- both white people and people of color -- that language to engage in clear constructive and confident dialogue with each other about how to deal with racial prejudices and biases"" -- national book review ""generous and empathetic yet usefully blunt    it's for anyone who wants to be smarter and more empathetic about matters of race and engage in more productive anti-racist action"" -- salon (required reading)",ISBN_13,9781541619227,True,False,272.0,BOOK,Social Science,NOT_MATURE,True,1.8.8.0.preview.2,False,False,http://books.google.com/books/content?id=f3mRDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=f3mRDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,un,http://books.google.nl/books?id=f3mRDwAAQBAJ&printsec=frontcover&dq=intitle:So+You+Want+to+Talk+About+Race&hl=&cd=1&source=gbs_api,https://play.google.com/store/books/details?id=f3mRDwAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=f3mRDwAAQBAJ,NL,FOR_SALE,True,8.49,EUR,8.49,EUR,https://play.google.com/store/books/details?id=f3mRDwAAQBAJ&rdid=book-f3mRDwAAQBAJ&rdot=1&source=gbs_api,1.0,listPrice,8490000.0,EUR,NL,PARTIAL,True,False,ALLOWED_FOR_ACCESSIBILITY,True,http://books.google.nl/books/download/So_You_Want_to_Talk_About_Race-sample-epub.acsm?id=f3mRDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api,False,http://play.google.com/books/reader?id=f3mRDwAAQBAJ&hl=&printsec=frontcover&source=gbs_api,SAMPLE,False,"In So You Want to Talk About Race, Ijeoma Oluo guides readers of all races through subjects ranging from intersectionality and affirmative action to &quot;model minorities&quot; in an attempt to make the seemingly impossible possible: honest ...",,,,,,515.0,,,,,,,,,,,,,,,,,,,,,,,,,,4,1
